prod_id,ages,piece_count,set_name,prod_desc,prod_long_desc,theme_name,country,list_price,num_reviews,play_star_rating,review_difficulty,star_rating,val_star_rating
41604,10+,101,Iron Man MK50,blah,blahblah,BrickHeadz,US,9.99,3.0,4.0,Average,4.7,4.5
41605,10+,105,Thanos,blah,blahblah,BrickHeadz,US,9.99,2.0,3.0,Easy,5.0,5.0
41606,10+,113,Star-Lord,blah,blahblah,BrickHeadz,US,9.99,1.0,5.0,Easy,5.0,5.0
41607,10+,136,Gamora,blah,blahblah,BrickHeadz,US,9.99,1.0,,nan,5.0,
41485,10+,91,Finn,blah,blahblah,BrickHeadz,US,9.99,2.0,3.0,Easy,4.5,4.0
40270,10+,140,Valentine's Bee,blah,blahblah,BrickHeadz,US,9.99,7.0,3.2,Easy,4.9,4.7
41599,10+,143,Wonder Woman™,blah,blahblah,BrickHeadz,US,9.99,5.0,4.6,Easy,5.0,5.0
41598,10+,122,The Flash™,blah,blahblah,BrickHeadz,US,9.99,3.0,2.7,Very Easy,4.0,3.0
41603,10+,130,Kylo Ren™,blah,blahblah,BrickHeadz,US,9.99,5.0,4.3,Easy,5.0,4.8
41602,10+,119,Rey,blah,blahblah,BrickHeadz,US,9.99,3.0,4.5,Easy,5.0,4.5
41600,10+,135,Aquaman™,blah,blahblah,BrickHeadz,US,9.99,1.0,1.0,Very Easy,4.0,3.0
41601,10+,108,Cyborg™,blah,blahblah,BrickHeadz,US,9.99,2.0,3.5,Easy,5.0,4.0
41611,10+,240,Marty McFly & Doc Brown,blah,blahblah,BrickHeadz,US,19.99,1.0,3.0,Easy,5.0,5.0
41610,10+,209,Tactical Batman™ & Superman™,blah,blahblah,BrickHeadz,US,19.99,,,nan,,
40271,10+,126,Easter Bunny,blah,blahblah,BrickHeadz,US,9.99,4.0,2.0,Easy,5.0,4.5
41487,10+,102,Lloyd,blah,blahblah,BrickHeadz,US,9.99,7.0,4.0,Easy,5.0,4.7
41488,10+,89,Master Wu,blah,blahblah,BrickHeadz,US,9.99,5.0,3.2,Very Easy,4.4,4.0
41594,10+,118,Captain Armando Salazar,blah,blahblah,BrickHeadz,US,9.99,6.0,3.3,Very Easy,5.0,4.7
41486,10+,127,Captain Phasma™,blah,blahblah,BrickHeadz,US,9.99,3.0,3.5,Very Easy,4.7,4.7
41585,10+,91,Batman™,blah,blahblah,BrickHeadz,US,9.99,11.0,3.8,Very Easy,4.9,4.7
41590,10+,96,Iron Man,blah,blahblah,BrickHeadz,US,9.99,8.0,4.0,Easy,4.9,4.4
41593,10+,109,Captain Jack Sparrow,blah,blahblah,BrickHeadz,US,9.99,9.0,3.6,Easy,4.8,4.6
41592,10+,93,The Hulk,blah,blahblah,BrickHeadz,US,9.99,8.0,3.9,Easy,4.6,4.1
41595,10+,139,Belle,blah,blahblah,BrickHeadz,US,9.99,10.0,4.2,Easy,4.8,4.7
41596,10+,116,Beast,blah,blahblah,BrickHeadz,US,9.99,2.0,5.0,Average,5.0,5.0
41588,10+,151,The Joker™,blah,blahblah,BrickHeadz,US,9.99,12.0,3.3,Easy,4.8,4.7
41591,10+,143,Black Widow,blah,blahblah,BrickHeadz,US,9.99,4.0,3.5,Easy,4.8,4.8
41587,10+,101,Robin™,blah,blahblah,BrickHeadz,US,9.99,10.0,4.3,Very Easy,4.8,4.9
41586,10+,99,Batgirl™,blah,blahblah,BrickHeadz,US,9.99,9.0,3.5,Easy,4.3,4.6
60175,5-12,387,Mountain River Heist,blah,blahblah,City,US,49.99,,,nan,,
60052,6-12,888,Cargo Train,blah,blahblah,City,US,199.99,35.0,4.7,Average,4.4,3.8
60051,6-12,610,High-speed Passenger Train,blah,blahblah,City,US,149.99,45.0,4.4,Average,4.4,4.0
60162,8-12,1250,Jungle Air Drop Helicopter,blah,blahblah,City,US,149.99,1.0,5.0,Average,5.0,4.0
60167,6-12,792,Coast Guard Head Quarters,blah,blahblah,City,US,119.99,3.0,3.3,Average,3.7,3.3
60161,8-12,813,Jungle Exploration Site,blah,blahblah,City,US,119.99,6.0,4.5,Average,4.3,4.0
60141,6-12,894,Police Station,blah,blahblah,City,US,99.99,10.0,4.2,Easy,4.7,4.0
60188,7-12,883,Mining Experts Site,blah,blahblah,City,US,99.99,1.0,5.0,nan,5.0,5.0
60110,6-12,919,Fire Station,blah,blahblah,City,US,99.99,16.0,4.5,Average,4.6,4.6
60174,6-12,663,Mountain Police Headquarters,blah,blahblah,City,US,89.99,8.0,4.4,Average,4.6,4.0
60169,6-12,740,Cargo Terminal,blah,blahblah,City,US,79.99,4.0,5.0,Average,5.0,4.3
60140,5-12,561,Bulldozer Break-in,blah,blahblah,City,US,69.99,9.0,3.9,Easy,3.3,3.6
60160,7-12,426,Jungle Mobile Lab,blah,blahblah,City,US,59.99,3.0,4.7,Average,5.0,4.7
60173,5-12,303,Mountain Arrest,blah,blahblah,City,US,59.99,2.0,4.5,Average,4.0,2.5
60166,6-12,415,Heavy-duty Rescue Helicopter,blah,blahblah,City,US,59.99,8.0,4.4,Challenging,4.4,4.0
60139,6-12,374,Mobile Command Center,blah,blahblah,City,US,49.99,10.0,3.9,Easy,4.0,3.3
60154,5-12,337,Bus Station,blah,blahblah,City,US,49.99,16.0,3.6,Easy,3.3,2.7
60186,5-12,294,Mining Heavy Driller,blah,blahblah,City,US,49.99,1.0,4.0,Average,5.0,4.0
60153,5-12,169,People pack – Fun at the beach,blah,blahblah,City,US,39.99,10.0,4.3,Very Easy,4.1,3.6
60138,5-12,294,High-speed Chase,blah,blahblah,City,US,39.99,14.0,4.2,Average,4.2,4.1
60165,5-12,347,4 x 4 Response Unit,blah,blahblah,City,US,39.99,2.0,4.5,Very Easy,5.0,5.0
60172,5-12,297,Dirt Road Pursuit,blah,blahblah,City,US,39.99,,,nan,,
60159,6-12,378,Jungle Halftrack Mission,blah,blahblah,City,US,39.99,5.0,4.8,Easy,4.8,4.6
60108,5-12,257,Fire Response Unit,blah,blahblah,City,US,39.99,8.0,4.2,Average,3.9,3.8
60182,5-12,344,Pickup & Caravan,blah,blahblah,City,US,29.99,7.0,5.0,Easy,5.0,5.0
60183,5-12,310,Heavy Cargo Transport,blah,blahblah,City,US,29.99,7.0,4.4,Easy,4.7,4.7
60107,5-12,214,Fire Ladder Truck,blah,blahblah,City,US,24.99,11.0,4.5,Easy,4.5,4.1
60180,6-12,192,Monster Truck,blah,blahblah,City,US,19.99,4.0,5.0,Average,5.0,5.0
60150,5-12,249,Pizza Van,blah,blahblah,City,US,19.99,35.0,4.6,Easy,4.9,4.8
7499,5-12,24,Flexible and Straight Tracks,blah,blahblah,City,US,19.99,89.0,2.9,Easy,2.5,2.2
60148,5-12,239,ATV Race Team,blah,blahblah,City,US,19.99,12.0,4.7,Easy,4.8,4.6
60179,5-12,190,Ambulance Helicopter,blah,blahblah,City,US,19.99,6.0,4.2,Easy,3.8,4.7
60181,5-12,174,Forest Tractor,blah,blahblah,City,US,19.99,7.0,4.3,Easy,4.4,4.2
60137,5-12,144,Tow Truck Trouble,blah,blahblah,City,US,19.99,8.0,4.4,Easy,4.3,4.0
60176,5-12,126,Wild River Escape,blah,blahblah,City,US,19.99,1.0,5.0,Easy,5.0,4.0
60185,5-12,127,Mining Power Splitter,blah,blahblah,City,US,19.99,1.0,5.0,Easy,5.0,5.0
10751,4-7,115,Mountain Police Chase,blah,blahblah,Juniors,US,19.99,,,nan,,
60164,5-12,141,Sea Rescue Plane,blah,blahblah,City,US,19.99,3.0,4.3,Easy,4.3,4.7
60158,6-12,201,Jungle Cargo Helicopter,blah,blahblah,City,US,19.99,5.0,4.3,Average,4.4,3.8
7895,5-12,8,Switching Tracks,blah,blahblah,City,US,15.99,47.0,4.2,Very Easy,4.1,3.6
7280,5-12,2,Straight & Crossroad Plates,blah,blahblah,City,US,14.99,85.0,4.1,Very Easy,3.5,2.3
7281,5-12,2,T-Junction & Curved Road Plates,blah,blahblah,City,US,14.99,40.0,4.1,Very Easy,3.9,2.8
60177,5-12,87,Airshow Jet,blah,blahblah,City,US,9.99,2.0,4.5,Easy,4.5,5.0
60157,5-12,88,Jungle Starter Set,blah,blahblah,City,US,9.99,12.0,4.5,Easy,4.9,4.6
10750,4-7,73,Road Repair Truck,blah,blahblah,Juniors,US,9.99,,,nan,,
60163,5-12,76,Coast Guard Starter Set,blah,blahblah,City,US,9.99,4.0,4.8,Very Easy,5.0,4.5
60171,5-12,88,Mountain Fugitives,blah,blahblah,City,US,9.99,2.0,,nan,5.0,
60184,5-12,82,Mining Team,blah,blahblah,City,US,9.99,2.0,4.5,Very Easy,5.0,4.0
60178,5-12,78,Speed Record Car,blah,blahblah,City,US,9.99,1.0,4.0,Easy,5.0,4.0
60170,5-12,37,Off-Road Chase,blah,blahblah,City,US,6.99,2.0,4.5,Very Easy,4.5,5.0
60156,5-12,53,Jungle Buggy,blah,blahblah,City,US,6.99,5.0,3.8,Easy,3.6,4.2
60134,5-12,157,Fun in the park - City People Pack,blah,blahblah,City,US,39.99,30.0,4.7,Very Easy,4.6,4.0
60125,8-12,1277,Volcano Heavy-lift Helicopter,blah,blahblah,City,US,149.99,5.0,5.0,Average,4.6,4.2
60124,8-12,824,Volcano Exploration Base,blah,blahblah,City,US,119.99,9.0,5.0,Average,4.6,4.6
60109,6-12,412,Fire Boat,blah,blahblah,City,US,79.99,2.0,4.5,Easy,4.5,4.0
60143,5-12,403,Auto Transport Heist,blah,blahblah,City,US,49.99,2.0,4.5,nan,4.0,3.5
60129,5-12,200,Police Patrol Boat,blah,blahblah,City,US,49.99,5.0,3.8,Easy,3.2,2.0
60123,7-12,330,Volcano Supply Helicopter,blah,blahblah,City,US,49.99,3.0,4.7,Easy,4.3,4.0
60122,6-12,324,Volcano Crawler,blah,blahblah,City,US,39.99,4.0,5.0,Average,5.0,4.5
60119,6-12,301,Ferry,blah,blahblah,City,US,29.99,14.0,4.0,Easy,4.2,4.2
60168,5-12,195,Sailboat Rescue,blah,blahblah,City,US,29.99,,,nan,,
60155,5-12,248,LEGO® City Advent Calendar,blah,blahblah,City,US,29.99,8.0,3.4,Easy,3.8,3.5
60101,5-12,157,Airport Cargo Plane,blah,blahblah,City,US,24.99,13.0,4.4,Easy,4.6,4.2
60121,5-12,175,Volcano Exploration Truck,blah,blahblah,City,US,24.99,6.0,4.8,Easy,4.8,4.4
60117,5-12,250,Van & Caravan,blah,blahblah,City,US,19.99,35.0,4.5,Easy,4.6,4.6
60142,5-12,138,Money Transporter,blah,blahblah,City,US,19.99,7.0,4.7,Easy,4.4,4.1
60136,5-12,80,Police Starter Set,blah,blahblah,City,US,9.99,8.0,4.1,Easy,4.6,4.3
60146,5-12,91,Stunt Truck,blah,blahblah,City,US,9.99,8.0,4.3,Easy,4.8,4.4
60145,5-12,81,Buggy,blah,blahblah,City,US,9.99,7.0,4.9,Very Easy,4.9,4.9
60120,5-12,83,Volcano Starter Set,blah,blahblah,City,US,9.99,7.0,4.7,Easy,4.3,4.3
60100,5-12,81,Airport Starter Set,blah,blahblah,City,US,9.99,10.0,4.4,Very Easy,4.9,5.0
60106,5-12,90,Fire Starter Set,blah,blahblah,City,US,9.99,11.0,3.9,Easy,4.1,4.1
60135,5-12,47,ATV Arrest,blah,blahblah,City,US,6.99,5.0,4.3,Very Easy,4.4,4.6
10698,4-99,790,LEGO® Large Creative Brick Box,blah,blahblah,Classic,US,59.99,4.0,5.0,Easy,5.0,5.0
10696,4-99,484,LEGO® Medium Creative Brick Box,blah,blahblah,Classic,US,34.99,11.0,4.6,Easy,4.6,4.7
10713,4-99,213,Creative Suitcase,blah,blahblah,Classic,US,19.99,2.0,5.0,Very Easy,5.0,5.0
10693,4-99,303,LEGO® Creative Supplement,blah,blahblah,Classic,US,19.99,8.0,4.8,Easy,4.9,4.9
10692,4-99,221,LEGO® Creative Bricks,blah,blahblah,Classic,US,16.99,7.0,4.3,Easy,4.1,4.3
10701,4-99,1,Gray Baseplate,blah,blahblah,Classic,US,14.99,24.0,4.3,Very Easy,4.1,3.5
10714,4-99,1,Blue Baseplate,blah,blahblah,Classic,US,7.99,6.0,4.7,Very Easy,4.7,4.3
10700,4-99,1,Green Baseplate,blah,blahblah,Classic,US,7.99,46.0,3.2,Very Easy,2.6,2.5
10706,4-99,78,Blue Creativity Box,blah,blahblah,Classic,US,4.99,8.0,4.6,Very Easy,4.8,5.0
10708,4-99,66,Green Creativity Box,blah,blahblah,Classic,US,4.99,5.0,4.5,Easy,4.8,4.5
10707,4-99,55,Red Creativity Box,blah,blahblah,Classic,US,4.99,4.0,4.3,Average,4.5,4.3
10709,4-99,60,Orange Creativity Box,blah,blahblah,Classic,US,4.99,3.0,2.7,Easy,4.7,5.0
630,4+,1,Brick Separator,blah,blahblah,Classic,US,2.49,180.0,4.0,Very Easy,4.8,4.6
10694,4-99,303,LEGO® Creative Supplement Bright,blah,blahblah,Classic,US,19.99,6.0,4.3,Easy,4.5,4.3
10699,4-99,1,Sand Baseplate,blah,blahblah,Classic,US,7.99,24.0,3.9,Very Easy,3.6,2.9
31069,8-12,728,Modular Family Villa,blah,blahblah,Creator 3-in-1,US,69.99,11.0,3.2,Average,3.4,3.2
31070,9-12,670,Turbo Track Racer,blah,blahblah,Creator 3-in-1,US,59.99,14.0,4.2,Average,4.5,4.3
31081,8-12,422,Modular Skate House,blah,blahblah,Creator 3-in-1,US,39.99,4.0,4.0,Average,4.8,4.3
31079,8-12,379,Sunshine Surfer Van,blah,blahblah,Creator 3-in-1,US,34.99,5.0,4.0,Easy,4.4,4.2
31080,7-12,374,Modular Winter Vacation,blah,blahblah,Creator 3-in-1,US,34.99,2.0,4.0,Easy,3.5,4.0
31066,7-12,285,Space Shuttle Explorer,blah,blahblah,Creator 3-in-1,US,29.99,12.0,4.3,Easy,4.2,4.4
31068,8-12,386,Modular Modern Home,blah,blahblah,Creator 3-in-1,US,29.99,10.0,3.2,Average,3.8,3.9
31067,7-12,356,Modular Poolside Holiday,blah,blahblah,Creator 3-in-1,US,29.99,8.0,4.0,Average,4.6,4.9
31062,7-12,205,Robo Explorer,blah,blahblah,Creator 3-in-1,US,19.99,9.0,4.5,Average,4.8,4.3
31074,7-12,241,Rocket Rally Car,blah,blahblah,Creator 3-in-1,US,19.99,2.0,4.5,Easy,5.0,5.0
31076,7-12,200,Daredevil Stunt Plane,blah,blahblah,Creator 3-in-1,US,19.99,1.0,5.0,Average,5.0,5.0
31075,7-12,225,Outback Adventures,blah,blahblah,Creator 3-in-1,US,19.99,1.0,5.0,Easy,4.0,4.0
31058,7-12,174,Mighty Dinosaurs,blah,blahblah,Creator 3-in-1,US,14.99,27.0,4.5,Easy,4.7,4.7
31073,7-12,223,Mythical Creatures,blah,blahblah,Creator 3-in-1,US,14.99,5.0,4.7,Easy,4.4,5.0
31056,6-12,122,Green Cruiser,blah,blahblah,Creator 3-in-1,US,9.99,6.0,4.5,Easy,4.5,4.7
31057,6-12,102,Air Blazer,blah,blahblah,Creator 3-in-1,US,9.99,1.0,4.0,Easy,4.0,4.0
31071,6-12,109,Drone Explorer,blah,blahblah,Creator 3-in-1,US,9.99,1.0,5.0,Average,5.0,5.0
31072,6-12,109,Extreme Engines,blah,blahblah,Creator 3-in-1,US,9.99,,,nan,,
31046,7-12,222,Fast Car,blah,blahblah,Creator 3-in-1,US,19.99,8.0,4.3,Average,4.6,4.5
31059,8-12,194,Sunset Street Bike,blah,blahblah,Creator 3-in-1,US,19.99,1.0,5.0,Average,5.0,5.0
31051,8-12,528,Lighthouse Point,blah,blahblah,Creator 3-in-1,US,59.99,15.0,4.7,Average,4.7,4.3
31064,7-12,359,Island Adventures,blah,blahblah,Creator 3-in-1,US,29.99,2.0,5.0,Average,4.5,4.5
31035,7-12,286,Beach Hut,blah,blahblah,Creator 3-in-1,US,29.99,9.0,4.5,Easy,4.4,4.1
31063,7-12,275,Beachside Vacation,blah,blahblah,Creator 3-in-1,US,29.99,5.0,4.0,Average,4.2,3.4
31049,8-12,326,Twin Spin Helicopter,blah,blahblah,Creator 3-in-1,US,29.99,4.0,4.8,Average,5.0,4.8
31047,7-12,230,Propeller Plane,blah,blahblah,Creator 3-in-1,US,19.99,7.0,4.8,Average,4.9,4.7
31060,7-12,246,Airshow Aces,blah,blahblah,Creator 3-in-1,US,19.99,,,nan,,
31043,6-12,124,Chopper Transporter,blah,blahblah,Creator 3-in-1,US,9.99,2.0,4.0,Easy,5.0,4.5
31029,6-12,132,Cargo Heli,blah,blahblah,Creator 3-in-1,US,9.99,4.0,4.0,Average,4.8,4.8
10256,16+,5923,Taj Mahal,blah,blahblah,Creator Expert,US,369.99,43.0,3.9,Challenging,4.8,4.5
10260,16+,2480,Downtown Diner,blah,blahblah,Creator Expert,US,169.99,62.0,4.4,Challenging,4.6,4.3
10259,12+,902,Winter Village Station,blah,blahblah,Creator Expert,US,79.99,51.0,3.8,Average,3.8,3.4
10255,16+,4002,Assembly Square,blah,blahblah,Creator Expert,US,279.99,99.0,4.7,Challenging,4.8,4.5
10253,16+,4163,Big Ben,blah,blahblah,Creator Expert,US,249.99,64.0,3.7,Challenging,4.6,4.6
10214,16+,4295,Tower Bridge,blah,blahblah,Creator Expert,US,239.99,228.0,4.2,Challenging,4.8,4.6
10257,16+,2670,Carousel,blah,blahblah,Creator Expert,US,199.99,53.0,4.2,Challenging,4.4,4.2
10247,16+,2464,Ferris Wheel,blah,blahblah,Creator Expert,US,199.99,91.0,4.9,Challenging,4.9,4.7
10251,16+,2382,Brick Bank,blah,blahblah,Creator Expert,US,169.99,115.0,4.5,Challenging,4.7,4.2
10243,16+,2469,Parisian Restaurant,blah,blahblah,Creator Expert,US,159.99,202.0,4.7,Challenging,4.9,4.7
10246,16+,2262,Detective’s Office,blah,blahblah,Creator Expert,US,159.99,177.0,4.4,Challenging,4.6,4.4
10258,16+,1686,London Bus,blah,blahblah,Creator Expert,US,139.99,53.0,4.1,Average,4.6,4.3
10220,16+,1334,Volkswagen T1 Camper Van,blah,blahblah,Creator Expert,US,119.99,337.0,4.3,Challenging,4.7,4.5
10252,16+,1167,Volkswagen Beetle,blah,blahblah,Creator Expert,US,99.99,66.0,4.5,Average,4.9,4.7
10242,16+,1077,MINI Cooper,blah,blahblah,Creator Expert,US,99.99,134.0,4.4,Average,4.7,4.5
10254,12+,734,Winter Holiday Train,blah,blahblah,Creator Expert,US,99.99,77.0,4.3,Average,4.3,4.1
70922,14+,3444,The Joker™ Manor,blah,blahblah,THE LEGO® BATMAN MOVIE,US,269.99,19.0,4.9,Challenging,5.0,4.9
76087,9-14,955,Flying Fox: Batmobile Airlift Attack,blah,blahblah,DC Comics™ Super Heroes,US,129.99,13.0,4.1,Average,3.7,3.0
71171,7-14,267,LEGO® DIMENSIONS™ PLAYSTATION® 4 Starter Pack,blah,blahblah,DIMENSIONS™,US,89.99,6.0,4.7,Average,4.3,4.0
70923,8-14,643,The Bat-Space Shuttle,blah,blahblah,THE LEGO® BATMAN MOVIE,US,79.99,9.0,4.4,Average,4.8,3.5
76086,7-14,622,Knightcrawler Tunnel Attack,blah,blahblah,DC Comics™ Super Heroes,US,49.99,6.0,5.0,Average,5.0,4.8
70921,7-14,425,Harley Quinn™ Cannonball Attack,blah,blahblah,THE LEGO® BATMAN MOVIE,US,49.99,5.0,3.2,Average,3.2,2.6
76097,7-14,406,Lex Luthor™ Mech Takedown,blah,blahblah,DC Comics™ Super Heroes,US,39.99,5.0,5.0,Average,4.8,4.8
76098,6-12,271,Speed Force Freeze Pursuit,blah,blahblah,DC Comics™ Super Heroes,US,29.99,6.0,4.5,Easy,4.8,4.5
70919,7-14,267,The Justice League™ Anniversary Party,blah,blahblah,THE LEGO® BATMAN MOVIE,US,29.99,5.0,3.6,Easy,3.2,3.4
70920,7-14,293,Egghead™ Mech Food Fight,blah,blahblah,THE LEGO® BATMAN MOVIE,US,29.99,11.0,4.9,Average,4.7,4.6
10753,4-7,151,The Joker™ Batcave Attack,blah,blahblah,Juniors,US,24.99,1.0,5.0,Easy,5.0,5.0
70918,7-14,198,The Bat-Dune Buggy,blah,blahblah,THE LEGO® BATMAN MOVIE,US,19.99,2.0,4.0,nan,4.5,4.0
76085,6-12,197,Battle of Atlantis,blah,blahblah,DC Comics™ Super Heroes,US,19.99,9.0,3.9,Easy,4.2,3.9
76096,6-12,199,Superman™ & Krypto™ Team-Up,blah,blahblah,DC Comics™ Super Heroes,US,19.99,1.0,5.0,Average,5.0,5.0
41232,8-12,712,Super Hero High School,blah,blahblah,DC Super Hero Girls,US,79.99,7.0,3.7,Average,3.9,3.6
41230,7-12,206,Batgirl™ Batjet Chase,blah,blahblah,DC Super Hero Girls,US,24.99,4.0,5.0,Easy,4.5,4.3
41231,7-12,217,Harley Quinn™ to the rescue,blah,blahblah,DC Super Hero Girls,US,29.99,2.0,5.0,Average,5.0,4.5
41233,7-12,145,Lashina™ Tank,blah,blahblah,DC Super Hero Girls,US,14.99,2.0,4.5,Average,4.0,5.0
76052,14+,2526,Batman™ Classic TV Series – Batcave,blah,blahblah,DC Comics™ Super Heroes,US,269.99,47.0,4.5,Average,4.6,4.2
41239,9-12,1078,Eclipso™ Dark Palace,blah,blahblah,DC Super Hero Girls,US,99.99,,,nan,,
76055,8-14,759,Batman™: Killer Croc™ Sewer Smash,blah,blahblah,DC Comics™ Super Heroes,US,79.99,11.0,4.2,Average,4.3,3.9
76054,7-14,563,Batman™: Scarecrow™ Harvest of Fear,blah,blahblah,DC Comics™ Super Heroes,US,59.99,9.0,4.7,Easy,4.6,4.4
41238,7-12,432,Lena Luthor™ Kryptomite™ Factory,blah,blahblah,DC Super Hero Girls,US,59.99,,,nan,,
41237,7-12,351,Batgirl™ Secret Bunker,blah,blahblah,DC Super Hero Girls,US,44.99,1.0,5.0,Average,5.0,5.0
76045,7-14,306,Kryptonite Interception,blah,blahblah,DC Comics™ Super Heroes,US,29.99,18.0,4.5,Average,4.6,4.3
76075,6-12,286,Wonder Woman™ Warrior Battle,blah,blahblah,DC Comics™ Super Heroes,US,29.99,7.0,5.0,Easy,4.7,4.8
76056,6-12,257,Batman™: Rescue from Ra's al Ghul™,blah,blahblah,DC Comics™ Super Heroes,US,29.99,8.0,4.5,Average,4.4,3.9
76025,6-12,174,Green Lantern vs. Sinestro,blah,blahblah,DC Comics™ Super Heroes,US,19.99,32.0,4.6,Easy,4.8,4.7
41234,7-12,142,Bumblebee™ Helicopter,blah,blahblah,DC Super Hero Girls,US,14.99,2.0,4.5,Average,4.0,3.5
76044,6-12,91,Clash of the Heroes,blah,blahblah,DC Comics™ Super Heroes,US,12.99,30.0,4.3,Easy,4.3,4.4
76068,5-12,93,Mighty Micros: Superman™ vs. Bizarro™,blah,blahblah,DC Comics™ Super Heroes,US,9.99,3.0,4.7,Easy,4.7,5.0
76069,5-12,83,Mighty Micros: Batman™ vs. Killer Moth™,blah,blahblah,DC Comics™ Super Heroes,US,9.99,1.0,5.0,Easy,5.0,5.0
76070,5-12,85,Mighty Micros: Wonder Woman™ vs. Doomsday™,blah,blahblah,DC Comics™ Super Heroes,US,9.99,2.0,5.0,Easy,5.0,5.0
71287,7-14,56,Teen Titans Go!™ Fun Pack,blah,blahblah,DIMENSIONS™,US,14.99,,,nan,,
71343,7-14,56,The Powerpuff Girls™ Fun Pack,blah,blahblah,DIMENSIONS™,US,14.99,1.0,4.0,Easy,5.0,5.0
71346,7-14,93,The Powerpuff Girls™ Team Pack,blah,blahblah,DIMENSIONS™,US,24.99,,,nan,,
71349,7-14,56,Beetlejuice™ Fun Pack,blah,blahblah,DIMENSIONS™,US,14.99,1.0,5.0,Easy,5.0,5.0
71255,7-14,105,Teen Titans Go!™ Team Pack,blah,blahblah,DIMENSIONS™,US,24.99,2.0,3.5,Easy,4.0,3.5
71242,7-14,259,Ghostbusters™ Story Pack,blah,blahblah,DIMENSIONS™,US,49.99,5.0,4.8,Average,4.2,3.6
71264,7-14,156,THE LEGO® BATMAN MOVIE Story Pack,blah,blahblah,DIMENSIONS™,US,44.99,2.0,4.5,Easy,4.5,3.5
71267,7-14,118,Goonies™ Level Pack,blah,blahblah,DIMENSIONS™,US,29.99,2.0,5.0,Average,5.0,5.0
71248,7-14,76,Mission: Impossible™ Level Pack,blah,blahblah,DIMENSIONS™,US,29.99,6.0,4.2,Easy,4.5,3.4
71229,7-14,92,DC Comics™ Team Pack,blah,blahblah,DIMENSIONS™,US,24.99,2.0,4.0,Easy,4.0,3.5
71235,7-14,96,Midway Arcade™ Level Pack,blah,blahblah,DIMENSIONS™,US,24.99,11.0,3.4,Average,3.2,3.7
71348,7-14,64,Harry Potter™ Fun Pack,blah,blahblah,DIMENSIONS™,US,14.99,1.0,5.0,Very Easy,5.0,5.0
71266,7-14,46,LEGO® City Fun Pack,blah,blahblah,DIMENSIONS™,US,14.99,2.0,5.0,Average,5.0,5.0
71238,7-14,40,Cyberman™ Fun Pack,blah,blahblah,DIMENSIONS™,US,11.99,7.0,4.5,Easy,4.6,4.3
71218,7-14,39,LEGO® DIMENSIONS™ Gollum Fun Pack,blah,blahblah,DIMENSIONS™,US,11.99,3.0,4.0,Easy,4.3,3.7
71232,7-14,59,LEGO® DIMENSIONS™ Eris Fun Pack,blah,blahblah,DIMENSIONS™,US,11.99,4.0,4.0,Average,3.8,3.0
71040,16+,4080,The Disney Castle,blah,blahblah,Disney™,US,349.99,171.0,4.5,Challenging,4.7,4.5
